separation,propensity,length,PredSS_r1_-1,PredSS_r1,PredSS_r1_1,PredSS_r2_-1,PredSS_r2,PredSS_freq_central_H,PredSS_freq_central_E,PredSS_freq_central_C,PredCN_freq_central_0,PredRCH_freq_central_0,PredRCH_freq_central_1,PredSA_freq_central_0,PredSA_freq_central_4,PredRCH_r1_-1,PredRCH_r1,PredRCH_r1_1,PredRCH_r2_-1,PredRCH_r2,PredRCH_r2_1,PredCN_r1_-1,PredCN_r1,PredCN_r1_1,PredCN_r2,PredSA_r1,PredSA_r2_-1,PredSA_r2,PredSA_r2_1,PredSS_freq_global_H,PredCN_freq_global_0,PredRCH_freq_global_0,PredRCH_freq_global_4,PredSA_freq_global_0,AA_freq_central_A,AA_freq_central_D,AA_freq_central_E,AA_freq_central_I,AA_freq_central_F,PSSM_r1_-4_A,PSSM_r1_-4_N,PSSM_r1_0_D,PSSM_r1_1_W,PSSM_r2_0_A,PSSM_central_-2_A,PSSM_central_-2_T,PSSM_central_0_H,PSSM_central_2_D,PSSM_central_2_V
51,0.0224579343750499,190,H,H,H,H,H,0.78,0.0,0.22,0.32,0.38,0.2,0.14,0.3,2,0,0,1,2,3,3,0,0,2,4,3,3,0,0.621,0.279,0.311,0.0,0.153,0.24,0.02,0.14,0.1,0.06,0,1,1,-1,0,-1,0,-3,-5,-1
90,-0.51634095987401,211,H,H,H,H,H,0.854,0.0,0.146,0.393,0.36,0.315,0.101,0.258,1,3,1,1,0,1,0,3,1,0,0,4,4,3,0.858,0.384,0.346,0.0,0.118,0.09,0.09,0.09,0.034,0.022,0,-2,-6,-1,0,-7,-7,0,-1,0
8,-0.144929851277216,642,C,C,C,C,C,0.0,0.0,1.0,0.0,0.286,0.0,0.0,0.857,3,3,3,3,3,3,3,4,3,4,1,3,0,4,0.358,0.187,0.212,0.235,0.274,0.286,0.0,0.143,0.0,0.0,-3,4,-3,-3,0,-1,1,-1,-2,0
27,-0.481313099700134,212,C,C,C,E,E,0.0,0.577,0.423,0.269,0.462,0.115,0.154,0.269,0,0,2,3,3,3,0,0,2,3,4,0,2,0,0.0,0.217,0.34,0.0,0.127,0.0,0.038,0.0,0.154,0.038,-2,0,0,0,-2,-2,2,-6,-6,3
28,-0.376477099882196,144,C,H,H,H,H,0.815,0.0,0.185,0.185,0.333,0.222,0.185,0.259,0,1,0,1,0,1,0,0,0,0,4,3,3,3,0.549,0.375,0.396,0.0,0.104,0.0,0.074,0.074,0.111,0.074,-2,1,-2,-3,-1,-2,7,1,-4,-6
32,-0.152034578344575,99,C,H,H,E,E,0.258,0.161,0.581,0.581,0.452,0.161,0.097,0.516,3,3,3,3,3,3,4,3,3,3,3,0,3,1,0.475,0.485,0.374,0.0,0.152,0.065,0.097,0.065,0.097,0.097,-1,2,-2,1,-2,-2,-1,-3,-3,-1
61,-0.0781416917962155,150,C,C,C,C,C,0.0,0.417,0.583,0.3,0.35,0.083,0.233,0.283,0,0,0,1,1,2,0,0,0,1,4,3,3,3,0.0,0.247,0.327,0.08,0.233,0.083,0.1,0.083,0.017,0.033,0,1,0,-1,-1,-1,1,2,1,-1
102,0.161795577266193,397,E,E,E,E,E,0.079,0.495,0.426,0.228,0.257,0.119,0.218,0.248,3,3,3,3,3,3,4,3,4,4,0,3,0,3,0.305,0.3,0.307,0.013,0.199,0.099,0.03,0.04,0.089,0.089,-2,-4,-2,-2,-2,0,-2,-2,-2,0
61,-0.362964337188866,103,H,H,H,H,H,0.717,0.0,0.283,0.5,0.45,0.183,0.133,0.467,1,0,1,0,1,0,0,0,1,0,4,4,4,4,0.621,0.515,0.476,0.0,0.097,0.017,0.033,0.083,0.033,0.0,-1,-3,-1,-1,-1,-2,-1,0,-1,0
68,0.428102310078339,242,C,C,C,E,E,0.134,0.179,0.687,0.493,0.448,0.119,0.149,0.582,0,3,0,0,1,1,0,3,0,1,3,3,3,3,0.05,0.459,0.417,0.017,0.14,0.045,0.104,0.104,0.134,0.0,-1,-1,2,-3,-1,0,5,0,0,-1
69,-0.535980866669175,482,E,C,C,C,C,0.0,0.309,0.691,0.235,0.279,0.088,0.088,0.309,0,0,0,0,0,3,0,0,0,0,4,3,4,4,0.035,0.23,0.324,0.133,0.143,0.118,0.059,0.029,0.059,0.015,5,-2,-1,-3,2,-3,-3,-4,-3,-4
44,-1.21699964523912,163,C,C,C,C,C,0.512,0.116,0.372,0.186,0.233,0.209,0.256,0.14,2,3,0,0,0,3,1,2,1,1,3,4,4,1,0.288,0.209,0.294,0.037,0.233,0.047,0.023,0.047,0.07,0.07,0,1,-4,-3,-1,0,2,-3,-5,1
41,-0.554961670106352,59,E,E,E,C,C,0.0,0.125,0.875,0.05,0.275,0.225,0.175,0.2,3,1,3,3,0,0,3,2,4,0,2,1,4,4,0.0,0.136,0.305,0.0,0.169,0.05,0.0,0.1,0.05,0.025,-5,-5,-3,-5,2,4,-1,-1,2,1
44,-0.264740238639843,131,E,E,E,E,C,0.0,0.628,0.372,0.326,0.349,0.116,0.209,0.302,4,3,3,3,3,3,4,4,3,3,0,1,3,1,0.061,0.321,0.397,0.008,0.16,0.07,0.023,0.047,0.023,0.023,-2,-3,-3,-4,-1,-3,-3,-2,2,-3
21,-0.380502019767479,241,C,C,C,C,C,0.0,0.3,0.7,0.0,0.2,0.1,0.2,0.1,3,0,3,3,0,3,3,4,4,1,4,1,3,2,0.32,0.108,0.245,0.137,0.266,0.05,0.05,0.0,0.05,0.05,2,-2,0,4,-2,7,-3,-1,-5,-6
102,-1.06666371597824,244,H,H,H,C,C,0.129,0.525,0.347,0.149,0.287,0.149,0.238,0.248,3,1,3,0,1,0,3,1,3,1,3,4,4,4,0.168,0.123,0.299,0.02,0.238,0.079,0.059,0.099,0.089,0.059,0,-2,5,-5,0,-2,0,1,3,-2
42,-1.62414912760972,138,C,C,C,C,C,0.0,0.537,0.463,0.098,0.22,0.268,0.195,0.146,0,2,3,0,0,X,1,2,4,0,2,4,4,X,0.0,0.254,0.406,0.007,0.145,0.024,0.073,0.073,0.049,0.024,1,0,1,-6,-4,0,2,-2,4,-2
17,0.660467809845819,265,C,C,C,H,H,0.375,0.0,0.625,0.438,0.438,0.375,0.062,0.5,3,3,0,2,0,3,4,3,1,0,2,2,3,2,0.226,0.121,0.219,0.238,0.313,0.125,0.188,0.125,0.062,0.0,-2,-6,-2,-4,1,6,0,-6,-6,-1
37,0.0574235889636136,112,C,C,C,E,E,0.0,0.556,0.444,0.167,0.389,0.111,0.222,0.306,0,1,2,0,3,0,1,3,2,3,1,3,0,3,0.045,0.179,0.375,0.0,0.161,0.056,0.083,0.083,0.0,0.083,-2,4,-4,-3,-3,-1,-1,0,-5,4
103,0.053514712056863,248,C,C,C,H,H,0.529,0.02,0.451,0.039,0.108,0.098,0.48,0.069,4,4,4,3,3,3,4,4,4,4,1,1,0,2,0.444,0.105,0.202,0.218,0.375,0.088,0.029,0.069,0.059,0.029,7,-5,-4,-6,4,1,-2,-4,4,-4
28,-0.0889059733408054,196,H,H,H,H,H,0.481,0.0,0.519,0.185,0.333,0.074,0.222,0.222,3,3,3,0,2,2,3,3,3,1,0,4,3,2,0.541,0.158,0.27,0.082,0.26,0.0,0.074,0.111,0.037,0.074,2,-5,-7,-4,-3,-1,0,-1,-1,-1
105,0.943238430903717,249,E,C,C,E,E,0.394,0.144,0.462,0.173,0.269,0.096,0.144,0.212,4,4,4,3,3,3,4,4,4,4,0,3,0,1,0.317,0.185,0.281,0.161,0.189,0.115,0.067,0.087,0.067,0.048,1,-6,-6,-9,-1,4,-1,-1,-2,-2
22,-0.649639039348611,244,C,C,C,E,C,0.429,0.143,0.429,0.333,0.286,0.333,0.048,0.238,3,0,1,4,4,4,3,1,3,4,4,3,0,1,0.303,0.217,0.258,0.135,0.295,0.095,0.19,0.048,0.095,0.0,-3,-6,6,2,-5,3,0,-7,0,-1
65,-0.765241199185645,101,C,E,E,H,H,0.375,0.172,0.453,0.109,0.234,0.156,0.312,0.234,3,3,3,1,0,3,3,3,4,0,3,3,4,2,0.327,0.119,0.238,0.069,0.287,0.094,0.078,0.062,0.047,0.047,0,1,3,-5,-1,-3,-5,-4,-5,-5
109,-0.2299948018255,145,H,H,H,C,C,0.231,0.389,0.38,0.12,0.343,0.13,0.139,0.213,0,1,3,0,0,0,0,2,3,0,3,4,4,4,0.248,0.152,0.366,0.014,0.145,0.065,0.037,0.102,0.046,0.074,-2,-2,-2,3,1,0,1,2,-3,0
21,1.16304154068476,122,C,C,E,C,C,0.25,0.35,0.4,0.1,0.2,0.15,0.25,0.1,0,3,3,3,3,0,1,2,3,3,3,1,1,3,0.131,0.295,0.32,0.008,0.172,0.05,0.15,0.15,0.0,0.1,0,0,2,-3,0,0,1,-2,-2,0
20,-0.578292091327903,180,E,E,C,E,E,0.0,0.053,0.947,0.421,0.632,0.053,0.0,0.737,0,3,3,0,3,3,3,4,3,4,0,3,1,3,0.017,0.367,0.461,0.011,0.078,0.0,0.0,0.053,0.0,0.0,-1,-1,-3,-3,-1,-2,-1,1,-2,-4
45,-0.0785284142355738,185,C,C,E,C,C,0.0,0.318,0.682,0.386,0.455,0.091,0.114,0.545,1,1,0,0,0,3,2,0,1,1,4,4,3,2,0.081,0.195,0.303,0.124,0.178,0.0,0.068,0.068,0.023,0.0,0,0,-1,-4,1,0,3,-2,-1,-2
93,-0.245311029163982,498,E,E,E,C,C,0.076,0.098,0.826,0.033,0.109,0.043,0.326,0.076,3,3,3,4,3,3,2,4,3,3,0,3,3,1,0.193,0.151,0.213,0.305,0.263,0.087,0.043,0.033,0.065,0.054,-3,-5,-5,-1,-1,-5,-5,-2,-4,1
19,-0.703394992005171,195,E,E,E,C,E,0.0,0.722,0.278,0.0,0.111,0.278,0.222,0.111,2,3,1,0,0,1,2,4,2,0,0,4,4,3,0.0,0.128,0.262,0.0,0.195,0.0,0.056,0.0,0.111,0.056,-2,-1,-8,-6,-1,-1,0,1,-3,3
44,-0.144929851277216,249,C,C,C,C,E,0.0,0.326,0.674,0.116,0.186,0.093,0.233,0.395,4,3,1,0,3,1,4,3,1,4,4,3,0,3,0.028,0.185,0.261,0.133,0.229,0.163,0.0,0.023,0.047,0.023,-1,-4,-3,-6,-2,-1,-1,0,-2,-4
15,-0.703394992005171,221,C,H,H,H,H,1.0,0.0,0.0,0.071,0.0,0.143,0.429,0.071,0,0,1,3,3,3,1,1,1,2,3,3,1,0,0.525,0.186,0.253,0.118,0.244,0.143,0.071,0.143,0.214,0.0,2,0,3,5,-7,-5,-5,-4,5,-6
194,-0.183321241608327,382,H,H,H,C,C,0.254,0.104,0.642,0.119,0.244,0.078,0.197,0.145,1,1,3,0,0,0,1,1,3,0,3,3,4,4,0.209,0.152,0.264,0.141,0.199,0.114,0.062,0.047,0.026,0.016,-5,-2,-1,1,0,0,3,-5,0,-1
93,0.00472948794322255,171,E,E,E,C,C,0.076,0.337,0.587,0.13,0.326,0.13,0.185,0.185,3,3,3,3,3,1,3,4,3,4,0,0,0,2,0.07,0.199,0.374,0.029,0.181,0.076,0.109,0.087,0.022,0.033,0,-1,-8,-5,-4,-5,-5,-3,-8,3
25,0.243707525524993,217,X,C,C,H,H,0.292,0.0,0.708,0.125,0.208,0.042,0.333,0.083,X,0,0,3,3,3,X,0,0,3,4,3,2,2,0.41,0.442,0.382,0.069,0.124,0.042,0.0,0.042,0.125,0.042,0,0,-2,-4,-2,-1,1,-3,0,-3
113,1.17960746355996,226,C,E,E,C,H,0.366,0.17,0.464,0.143,0.205,0.143,0.304,0.179,3,4,4,3,3,0,3,4,4,3,0,1,1,3,0.394,0.181,0.248,0.128,0.292,0.152,0.08,0.098,0.062,0.027,2,0,-6,-6,-2,-1,-1,-1,2,-1
30,-0.51634095987401,166,E,E,C,E,E,0.483,0.034,0.483,0.276,0.448,0.069,0.103,0.172,3,3,3,3,3,3,4,3,4,4,3,1,1,1,0.211,0.217,0.373,0.03,0.151,0.103,0.138,0.103,0.034,0.034,0,-4,-2,-7,-5,-1,-1,-3,-1,-3
131,-0.158685575359271,386,H,H,H,C,C,0.177,0.323,0.5,0.123,0.231,0.085,0.4,0.223,0,2,1,1,3,3,0,3,0,3,0,3,3,0,0.259,0.215,0.321,0.106,0.251,0.108,0.085,0.015,0.069,0.015,6,-4,-6,-4,-4,-2,5,-3,5,-4
51,0.339083541066577,363,H,H,H,C,C,0.28,0.22,0.5,0.1,0.24,0.2,0.22,0.2,3,3,3,0,0,3,3,4,4,1,1,4,3,1,0.251,0.193,0.281,0.163,0.218,0.14,0.08,0.06,0.04,0.04,-1,3,-4,-6,1,0,0,3,-2,-4
10,1.11178457528051,128,H,H,H,H,H,0.556,0.0,0.444,0.333,0.444,0.333,0.0,0.222,3,3,1,1,3,1,3,3,1,3,0,3,1,3,0.203,0.078,0.156,0.086,0.289,0.111,0.0,0.0,0.0,0.111,-3,-6,-7,-4,-2,-5,2,1,-8,7
105,-0.448489264136552,235,H,H,H,H,H,0.654,0.0,0.346,0.317,0.327,0.173,0.24,0.25,0,0,3,1,2,1,1,1,3,2,3,3,3,3,0.643,0.306,0.349,0.068,0.196,0.077,0.048,0.087,0.067,0.019,1,-1,1,12,2,0,-1,-4,1,-3
96,0.690944442931784,546,H,H,H,H,H,0.295,0.168,0.537,0.042,0.126,0.084,0.368,0.074,4,4,4,1,3,2,4,4,4,3,0,3,0,1,0.333,0.09,0.172,0.374,0.407,0.126,0.032,0.084,0.063,0.032,-4,-6,-6,-6,6,0,3,11,-4,-6
13,0.891527706500162,175,E,E,E,E,E,0.0,0.833,0.167,0.0,0.083,0.083,0.417,0.083,3,3,3,3,3,1,4,4,4,4,0,2,0,3,0.0,0.166,0.297,0.04,0.194,0.0,0.083,0.083,0.083,0.0,-1,1,-6,0,-3,-2,-1,-2,-5,-2
21,1.16304154068476,220,C,C,C,H,H,0.65,0.0,0.35,0.15,0.35,0.1,0.3,0.1,3,4,4,1,3,2,4,4,4,3,0,3,0,1,0.5,0.118,0.195,0.205,0.391,0.1,0.05,0.0,0.1,0.0,-2,-2,-6,-7,-3,-5,-3,-1,-7,2
30,0.155025238316715,236,E,E,E,E,E,0.448,0.069,0.483,0.172,0.172,0.172,0.379,0.103,4,4,4,4,4,4,4,4,4,4,0,0,0,1,0.403,0.14,0.242,0.242,0.301,0.207,0.0,0.034,0.0,0.069,-1,-1,-7,-5,0,2,5,-3,5,-3
39,-0.35839073172442,196,E,E,E,H,H,0.158,0.421,0.421,0.053,0.132,0.132,0.368,0.053,2,3,3,0,2,1,3,4,3,2,0,4,2,3,0.168,0.179,0.26,0.158,0.255,0.053,0.105,0.053,0.053,0.053,2,-6,-6,-1,-2,1,-1,-7,1,0
86,0.209386225225339,180,C,C,C,E,E,0.106,0.235,0.659,0.035,0.141,0.141,0.294,0.094,0,2,0,3,3,1,1,3,1,3,2,2,0,3,0.167,0.1,0.211,0.244,0.322,0.082,0.047,0.094,0.012,0.047,-1,-4,-4,-6,-3,-4,-4,-4,5,-3
308,-0.110326958364955,620,C,E,E,E,E,0.026,0.482,0.492,0.101,0.215,0.075,0.205,0.169,0,3,3,3,3,0,1,1,3,4,3,0,0,3,0.068,0.145,0.274,0.144,0.177,0.075,0.065,0.068,0.068,0.049,-1,-4,-2,-2,-2,0,-1,-3,3,0
45,-0.104898000751839,95,C,C,E,C,C,0.0,0.295,0.705,0.386,0.455,0.068,0.205,0.432,0,1,3,0,2,0,0,2,3,3,3,4,4,4,0.158,0.379,0.453,0.011,0.179,0.114,0.068,0.045,0.068,0.023,-2,-3,-2,-4,0,-1,-2,-5,3,-1
17,-0.60330827027218,170,C,C,C,C,C,0.0,0.0,1.0,0.125,0.375,0.188,0.125,0.375,3,3,0,3,3,0,4,3,1,3,1,4,4,4,0.0,0.194,0.506,0.006,0.059,0.125,0.0,0.062,0.0,0.062,-2,2,-4,0,-1,0,0,-2,-4,-4
124,-0.722302163365221,209,H,H,H,H,C,0.48,0.0,0.52,0.024,0.089,0.276,0.309,0.122,3,3,3,1,1,1,4,4,4,1,0,3,3,3,0.498,0.019,0.11,0.01,0.321,0.187,0.098,0.041,0.041,0.016,0,-4,-9,-7,-4,7,-1,0,3,-6
590,-0.16854968894129,678,C,C,C,C,C,0.377,0.093,0.53,0.124,0.173,0.092,0.387,0.141,4,4,4,3,3,4,3,4,4,4,2,1,0,2,0.391,0.127,0.178,0.388,0.378,0.097,0.048,0.056,0.051,0.042,2,-3,-5,-2,-3,1,-2,1,-2,-2
85,1.0387744973686,212,E,C,C,H,H,0.405,0.143,0.452,0.167,0.238,0.19,0.214,0.131,3,3,3,1,3,3,3,4,4,3,1,3,0,1,0.377,0.222,0.288,0.085,0.184,0.036,0.012,0.071,0.06,0.0,-1,2,-4,-7,0,-7,-9,-8,-6,2
150,0.200231332152731,199,H,H,H,C,C,0.477,0.134,0.389,0.134,0.228,0.154,0.242,0.121,1,3,3,0,0,X,1,3,3,3,1,4,2,X,0.472,0.136,0.226,0.035,0.241,0.094,0.067,0.094,0.067,0.054,1,-4,-4,-9,-4,1,-3,-2,3,-4
90,-0.144929851277216,329,H,H,H,H,H,0.348,0.18,0.472,0.067,0.213,0.135,0.337,0.124,0,3,3,4,4,4,1,2,3,4,3,0,0,0,0.471,0.073,0.191,0.325,0.407,0.191,0.022,0.146,0.0,0.0,0,1,-3,-4,6,2,1,-3,-4,-3
44,-0.402408461248273,58,E,E,E,H,H,0.14,0.372,0.488,0.047,0.14,0.163,0.256,0.14,3,1,3,3,2,0,3,3,4,2,3,3,1,3,0.207,0.103,0.207,0.017,0.224,0.047,0.047,0.093,0.14,0.023,-1,-1,5,-5,-1,0,0,-4,-3,-1
179,0.471452689920424,764,E,E,E,C,C,0.348,0.107,0.545,0.152,0.202,0.124,0.27,0.185,3,4,4,3,3,3,4,4,4,4,0,3,0,0,0.365,0.161,0.223,0.226,0.313,0.045,0.073,0.079,0.067,0.084,-1,1,-6,-6,-3,-2,-3,-5,0,-3
49,-0.255808155306906,133,E,E,E,C,C,0.125,0.521,0.354,0.167,0.292,0.083,0.292,0.125,3,3,3,3,3,1,3,3,4,3,3,0,4,3,0.045,0.211,0.271,0.015,0.15,0.146,0.021,0.083,0.125,0.0,1,-2,0,-1,-1,-3,-1,-3,-1,-4
70,-0.296751891098694,329,C,E,E,C,C,0.145,0.304,0.551,0.101,0.29,0.116,0.29,0.174,3,3,3,0,0,0,3,3,4,0,3,4,4,4,0.052,0.082,0.228,0.173,0.325,0.014,0.058,0.072,0.058,0.072,0,-1,-1,-6,0,-7,-6,-6,-5,-5
15,0.89955658645063,131,H,H,H,C,C,0.786,0.0,0.214,0.286,0.214,0.286,0.214,0.214,3,1,3,3,3,3,1,0,3,4,3,4,1,3,0.626,0.366,0.305,0.0,0.16,0.071,0.143,0.0,0.0,0.071,-2,4,-3,-2,4,-2,0,5,-3,1
92,-0.0744581203308277,152,E,E,E,E,E,0.022,0.297,0.681,0.385,0.363,0.22,0.11,0.407,0,0,3,4,4,3,0,3,3,4,4,0,0,4,0.013,0.382,0.355,0.033,0.138,0.055,0.044,0.044,0.044,0.055,-1,0,-2,-2,-2,-1,2,-2,1,0
55,-0.524799628760106,129,X,C,C,C,C,0.13,0.37,0.5,0.407,0.5,0.13,0.222,0.5,X,0,0,0,1,0,X,0,0,0,4,4,4,4,0.24,0.31,0.411,0.0,0.225,0.093,0.037,0.019,0.019,0.056,0,0,-2,-3,-2,4,0,-2,-2,0
31,0.161958287099179,109,C,C,C,E,E,0.0,0.433,0.567,0.233,0.367,0.167,0.267,0.3,0,0,0,3,2,0,0,0,0,3,4,3,1,4,0.101,0.275,0.358,0.009,0.22,0.0,0.133,0.067,0.067,0.067,-2,2,-1,-3,-3,-1,0,-1,-1,0
30,1.01373687802747,157,C,E,E,H,H,0.069,0.586,0.345,0.414,0.379,0.103,0.207,0.414,1,3,3,0,2,1,1,4,4,2,1,4,3,2,0.083,0.274,0.35,0.013,0.134,0.034,0.103,0.103,0.034,0.034,-3,3,-3,1,2,-4,-4,-1,-2,-1
118,-0.458693071566617,243,E,E,E,E,E,0.333,0.205,0.462,0.222,0.291,0.188,0.162,0.222,3,3,3,3,1,0,3,3,3,1,3,1,3,4,0.247,0.185,0.272,0.062,0.198,0.026,0.051,0.137,0.034,0.068,-1,-1,-2,0,0,5,1,-2,4,-2
167,0.173230799377485,207,C,E,E,H,H,0.205,0.096,0.699,0.325,0.386,0.133,0.078,0.416,3,3,3,1,1,3,3,4,4,0,1,2,3,2,0.275,0.314,0.372,0.039,0.082,0.072,0.03,0.066,0.03,0.048,1,1,-2,-1,0,0,2,0,0,-2
62,-0.60330827027218,125,C,C,C,H,H,0.197,0.279,0.525,0.377,0.459,0.082,0.18,0.475,3,1,3,2,0,3,4,1,3,0,3,3,3,0,0.112,0.4,0.4,0.0,0.136,0.115,0.0,0.098,0.049,0.049,-2,-2,-1,-5,-2,-1,-1,-1,-1,-2
47,0.275783804396222,200,C,C,C,H,H,0.696,0.0,0.304,0.37,0.391,0.217,0.152,0.304,2,3,0,3,3,0,3,3,0,3,4,1,2,4,0.555,0.4,0.4,0.0,0.135,0.13,0.065,0.087,0.043,0.065,2,-2,0,-2,0,1,-1,-3,-2,-1
36,0.423951901331434,128,C,E,E,E,E,0.0,0.171,0.829,0.571,0.514,0.257,0.029,0.743,3,3,3,3,3,3,2,3,3,4,1,3,0,3,0.141,0.312,0.375,0.008,0.094,0.143,0.0,0.114,0.029,0.086,-1,2,-2,-3,-1,0,0,0,1,-2
138,0.805348166013946,204,C,C,C,C,C,0.358,0.219,0.423,0.146,0.219,0.124,0.307,0.153,0,3,0,3,3,0,2,3,0,2,2,4,3,3,0.461,0.152,0.235,0.176,0.279,0.124,0.08,0.051,0.051,0.051,0,0,-4,-4,-2,-2,-2,-3,0,-1
708,0.264450545464963,1244,H,H,H,C,C,0.225,0.106,0.669,0.165,0.216,0.123,0.252,0.223,4,4,4,4,4,3,4,4,4,4,0,1,1,0,0.211,0.16,0.198,0.27,0.26,0.083,0.061,0.072,0.047,0.03,-1,-2,-3,0,-5,-4,-4,-5,-4,-3
216,-0.35839073172442,477,C,C,C,H,H,0.321,0.158,0.521,0.153,0.195,0.098,0.316,0.191,4,4,4,0,0,3,3,4,4,1,1,3,3,1,0.419,0.201,0.243,0.176,0.252,0.056,0.07,0.056,0.084,0.033,1,-1,-3,-7,-1,0,-1,0,-4,0
166,-0.568600568117784,415,C,C,H,H,H,0.4,0.127,0.473,0.036,0.121,0.079,0.461,0.079,4,4,4,4,4,3,4,4,4,4,1,0,0,0,0.386,0.106,0.188,0.299,0.313,0.097,0.061,0.067,0.079,0.042,-3,-6,-6,-6,7,0,-3,-2,-5,3
8,0.0224579343750499,97,E,E,E,E,E,0.0,0.714,0.286,0.0,0.286,0.286,0.286,0.143,1,3,1,3,3,3,2,4,2,3,1,0,3,0,0.0,0.103,0.258,0.01,0.227,0.0,0.143,0.0,0.143,0.0,-2,-1,-6,-4,-2,0,-4,-6,-6,5
135,-0.330020840578311,764,C,C,C,C,C,0.351,0.112,0.537,0.201,0.246,0.172,0.231,0.231,4,3,3,1,3,3,3,3,3,3,3,3,0,3,0.365,0.161,0.223,0.226,0.313,0.082,0.052,0.06,0.045,0.06,-3,-5,1,-6,-4,-2,-1,0,-1,1
23,0.0339726964393725,546,H,H,H,C,C,0.545,0.0,0.455,0.636,0.591,0.182,0.045,0.636,0,1,3,0,0,1,0,1,3,1,3,4,4,3,0.333,0.09,0.172,0.374,0.407,0.182,0.045,0.045,0.0,0.0,1,-1,1,10,-1,-3,-3,0,-7,-3
193,-0.33432011939178,711,C,C,C,H,H,0.182,0.224,0.594,0.344,0.323,0.177,0.161,0.406,3,3,0,3,0,1,3,4,0,0,1,3,4,4,0.387,0.405,0.342,0.006,0.139,0.083,0.068,0.073,0.047,0.042,0,-1,-4,-4,-1,-3,-2,-2,-4,0
18,0.161958287099179,106,C,C,C,E,E,0.0,0.118,0.882,0.471,0.588,0.0,0.059,0.529,3,1,3,4,4,3,3,1,2,4,3,0,0,0,0.33,0.274,0.358,0.075,0.198,0.118,0.059,0.118,0.0,0.0,1,1,-1,1,-4,-3,1,-2,-6,-1
189,-0.786825817177853,546,C,C,C,C,C,0.367,0.08,0.553,0.165,0.202,0.101,0.351,0.176,4,4,4,3,3,3,4,3,3,3,3,0,3,1,0.333,0.09,0.172,0.374,0.407,0.117,0.059,0.043,0.059,0.016,-6,-3,-4,-6,-3,-3,-1,-5,-5,4
225,0.161795577266193,739,C,C,C,C,C,0.371,0.134,0.496,0.205,0.263,0.129,0.232,0.246,0,0,0,3,3,0,0,0,0,4,4,3,1,4,0.411,0.18,0.233,0.135,0.271,0.116,0.071,0.054,0.071,0.022,0,0,0,-4,-2,0,-2,-4,0,-2
6,0.690944442931784,232,E,E,E,H,H,0.8,0.2,0.0,0.0,0.0,0.0,0.6,0.0,3,3,4,4,4,4,4,4,4,4,1,0,0,0,0.371,0.121,0.22,0.198,0.323,0.2,0.0,0.4,0.0,0.0,-2,3,-5,-8,7,-4,3,-5,-7,3
16,-0.598922433341412,137,H,H,H,C,C,0.467,0.0,0.533,0.533,0.4,0.067,0.2,0.467,3,3,3,2,1,3,3,0,3,0,3,2,3,1,0.314,0.533,0.438,0.015,0.117,0.133,0.067,0.0,0.0,0.133,-1,1,1,0,-2,1,0,-1,0,-2
87,1.16304154068476,161,H,H,H,H,H,0.488,0.14,0.372,0.116,0.174,0.14,0.302,0.128,3,3,0,4,4,4,3,3,0,4,0,0,0,0,0.497,0.087,0.168,0.23,0.379,0.058,0.081,0.093,0.058,0.035,0,-6,-6,-4,-2,-1,-2,-3,1,0
48,0.161958287099179,103,C,C,C,E,E,0.0,0.553,0.447,0.085,0.255,0.128,0.17,0.149,0,0,1,3,3,0,1,1,2,3,4,0,1,3,0.0,0.136,0.35,0.0,0.155,0.021,0.064,0.021,0.021,0.085,-1,2,1,-4,-4,-2,-2,0,3,-2
11,0.053514712056863,412,E,C,C,H,H,0.6,0.0,0.4,0.1,0.3,0.0,0.2,0.1,4,4,0,3,3,4,4,4,1,4,0,3,0,0,0.376,0.073,0.126,0.413,0.398,0.3,0.1,0.0,0.0,0.1,-2,-5,-4,-6,3,3,-3,-3,-3,-1
13,0.0339726964393725,169,E,E,E,C,C,0.0,0.667,0.333,0.0,0.083,0.083,0.333,0.083,3,3,3,3,1,0,4,4,4,1,0,3,3,4,0.107,0.343,0.361,0.0,0.118,0.0,0.25,0.0,0.083,0.0,-1,1,-3,-1,-2,3,0,-1,2,-2
205,0.0339726964393725,620,C,C,C,E,E,0.0,0.515,0.485,0.118,0.23,0.059,0.216,0.211,3,1,0,3,4,4,1,1,0,4,4,3,0,2,0.068,0.145,0.274,0.144,0.177,0.039,0.069,0.069,0.083,0.044,-1,-2,-1,-2,-2,-1,0,-1,-3,-1
234,0.0801442773867111,315,C,C,C,E,E,0.06,0.498,0.442,0.167,0.232,0.172,0.253,0.219,0,0,0,3,3,0,0,2,1,3,3,0,0,4,0.044,0.187,0.26,0.121,0.232,0.073,0.073,0.073,0.043,0.043,-3,-4,0,0,-3,1,0,-4,-3,-5
76,-0.271137574296677,209,C,H,H,E,E,0.387,0.293,0.32,0.32,0.307,0.16,0.2,0.36,3,1,0,3,3,4,3,1,0,4,3,0,3,0,0.354,0.354,0.34,0.038,0.177,0.013,0.04,0.133,0.067,0.027,-1,-3,-1,-4,-1,-1,-1,-3,0,-2
18,0.702588629368436,254,E,E,E,C,C,0.0,0.353,0.647,0.059,0.118,0.118,0.294,0.059,3,3,3,3,3,0,4,4,4,3,1,3,3,3,0.193,0.181,0.256,0.154,0.217,0.118,0.059,0.0,0.059,0.059,0,0,-1,4,1,0,1,-7,-5,2
